chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Heat.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Heat,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Heat.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Industrial_waste.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Industrial waste,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Industrial_waste.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__LPG.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),LPG,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__LPG.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Municipal solid waste (non-renewable),charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Municipal_solid_waste__renewable.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Natural_gas.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Natural gas,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Natural_gas.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Other_biomass.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Other biomass,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Other_biomass.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Other_liquid_biofuels.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Other liquid biofuels,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Other_sources.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Other sources,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Other_sources.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Others.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Others,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Others.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Solid_biomass.html,Industry > Manufacturing > Wood and wood products,esto__14_03_09__Wood_and_wood_products,Energy balance (PJ),Solid biomass,charts/esto__14_03_09__Wood_and_wood_products__Energy_balance__PJ__Solid_biomass.html,sec-Industry__Manufacturing__Wood_and_wood_products,Wood and wood products,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Bagasse.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Bagasse,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Bagasse.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Bio_jet_kerosene.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Bio jet kerosene,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Bio_jet_kerosene.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Biodiesel.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Biodiesel,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Biodiesel.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Biogas.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Biogas,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Biogas.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Biogasoline.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Biogasoline,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Biogasoline.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Black_liqour.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Black liqour,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Black_liqour.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Charcoal.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Charcoal,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Charcoal.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Electricity.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Electricity,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Electricity.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Fuel_oil.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Fuel oil,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Fuel_oil.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Fuelwood___woodwaste.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Fuelwood & woodwaste,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Fuelwood___woodwaste.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Gas_diesel_oil.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Gas/diesel oil,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Gas_diesel_oil.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Industrial_waste.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Industrial waste,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Industrial_waste.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Motor_gasoline.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Motor gasoline,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Motor_gasoline.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Municipal solid waste (non-renewable),charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Municipal_solid_waste__renewable.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Natural_gas.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Natural gas,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Natural_gas.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Other_biomass.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Other biomass,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Other_biomass.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Other_liquid_biofuels.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Other liquid biofuels,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Other_sources.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Other sources,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Other_sources.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Others.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Others,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Others.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Solid_biomass.html,Industry > Mining and quarrying,esto__14_01__Mining_and_quarrying,Energy balance (PJ),Solid biomass,charts/esto__14_01__Mining_and_quarrying__Energy_balance__PJ__Solid_biomass.html,sec-Industry__Mining_and_quarrying,Mining and quarrying,direct
chart::charts/aggregate__Other_transformation_and_transfers__Demand__Total_final_energy_consumption__Energy_balance__PJ__Total.html,Other transformation and transfers > Demand > Total final energy consumption,Total final energy consumption,Energy balance (PJ),Total,charts/aggregate__Other_transformation_and_transfers__Demand__Total_final_energy_consumption__Energy_balance__PJ__Total.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,aggregate
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Anthracite.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Anthracite,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Anthracite.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Aviation_gasoline.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Aviation gasoline,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Aviation_gasoline.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__BKB_PB.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),BKB/PB,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__BKB_PB.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bagasse.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Bagasse,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bagasse.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bio_jet_kerosene.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Bio jet kerosene,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bio_jet_kerosene.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biodiesel.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Biodiesel,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biodiesel.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogas.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Biogas,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogas.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogasoline.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Biogasoline,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Biogasoline.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bitumen.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Bitumen,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Bitumen.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
chart::charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Black_liqour.html,Other transformation and transfers > Demand > Total final energy consumption,esto__13__Total_final_energy_consumption,Energy balance (PJ),Black liqour,charts/esto__13__Total_final_energy_consumption__Energy_balance__PJ__Black_liqour.html,sec-Other_transformation_and_transfers__Demand__Total_final_energy_consumption,Total final energy consumption,direct
