chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind,exposed_in_dashboard
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Charcoal.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Charcoal,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Charcoal.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coal_nonspecified.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Coal nonspecified,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coal_nonspecified.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coal_tar.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Coal tar,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coal_tar.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coke_oven_coke.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Coke oven coke,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coke_oven_coke.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coke_oven_gas.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Coke oven gas,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Coke_oven_gas.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Electricity.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Electricity,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Electricity.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Ethane.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Ethane,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Ethane.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Fuel_oil.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Fuel oil,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Fuel_oil.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Fuelwood___woodwaste.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Fuelwood & woodwaste,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Fuelwood___woodwaste.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Gas_coke.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Gas coke,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Gas_coke.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Gas_diesel_oil.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Gas/diesel oil,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Gas_diesel_oil.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Gasoline_type_jet_fuel.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Gasoline type jet fuel,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Gasoline_type_jet_fuel.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Heat.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Heat,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Heat.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Hydrogen.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Hydrogen,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Hydrogen.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Industrial_waste.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Industrial waste,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Industrial_waste.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Kerosene.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Kerosene,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Kerosene.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Kerosene_type_jet_fuel.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Kerosene type jet fuel,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Kerosene_type_jet_fuel.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__LPG.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),LPG,charts/esto__14_03__Manufacturing__Energy_balance__PJ__LPG.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Lignite.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Lignite,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Lignite.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Lubricants.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Lubricants,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Lubricants.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Municipal solid waste (non-renewable),charts/esto__14_03__Manufacturing__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Municipal_solid_waste__renewable.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__14_03__Manufacturing__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Naphtha.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Naphtha,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Naphtha.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_biomass.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Other biomass,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_biomass.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_bituminous_coal.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Other bituminous coal,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_bituminous_coal.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_liquid_biofuels.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Other liquid biofuels,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_products.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Other products,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_products.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_recovered_gases.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Other recovered gases,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_recovered_gases.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_sources.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Other sources,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Other_sources.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Others.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Others,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Others.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Paraffin_waxes.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Paraffin waxes,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Paraffin_waxes.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Patent_fuel.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Patent fuel,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Patent_fuel.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__PetProd_nonspecified.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),PetProd nonspecified,charts/esto__14_03__Manufacturing__Energy_balance__PJ__PetProd_nonspecified.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Refinery_gas__not_liquefied.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Refinery gas (not liquefied),charts/esto__14_03__Manufacturing__Energy_balance__PJ__Refinery_gas__not_liquefied.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Solid_biomass.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Solid biomass,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Solid_biomass.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Sub-bituminous_coal.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Sub-bituminous coal,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Sub-bituminous_coal.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__Total.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),Total,charts/esto__14_03__Manufacturing__Energy_balance__PJ__Total.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__14_03__Manufacturing__Energy_balance__PJ__White_spirit_SBP.html,Industry > Manufacturing,esto__14_03__Manufacturing,Energy balance (PJ),White spirit SBP,charts/esto__14_03__Manufacturing__Energy_balance__PJ__White_spirit_SBP.html,sec-Industry_sector__Manufacturing,Manufacturing,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Coke_oven_gas.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Coke oven gas,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Coke_oven_gas.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Coking_coal.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Coking coal,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Coking_coal.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Electricity.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Electricity,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Electricity.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Fuel_oil.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Fuel oil,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Fuel_oil.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Gas_diesel_oil.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Gas/diesel oil,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Gas_diesel_oil.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Kerosene.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Kerosene,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Kerosene.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__LPG.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),LPG,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__LPG.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Natural_gas.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Natural gas,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Natural_gas.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Other_bituminous_coal.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Other bituminous coal,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Other_bituminous_coal.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Other_recovered_gases.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Other recovered gases,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Other_recovered_gases.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Total.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_08__Coal_transformation__Inputs__incl__losses___own-use___PJ__Total.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Outputs__PJ__Blast_furnace_gas.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Outputs (PJ),Blast furnace gas,charts/esto__09_08__Coal_transformation__Outputs__PJ__Blast_furnace_gas.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Outputs__PJ__Coke_oven_coke.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Outputs (PJ),Coke oven coke,charts/esto__09_08__Coal_transformation__Outputs__PJ__Coke_oven_coke.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Outputs__PJ__Coke_oven_gas.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Outputs (PJ),Coke oven gas,charts/esto__09_08__Coal_transformation__Outputs__PJ__Coke_oven_gas.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_08__Coal_transformation__Outputs__PJ__Total.html,Other transformation > Coal transformation,esto__09_08__Coal_transformation,Outputs (PJ),Total,charts/esto__09_08__Coal_transformation__Outputs__PJ__Total.html,sec-Other_transformation__Coal_transformation,Coal transformation,direct,False
chart::charts/esto__09_06__Gas_processing_plants__Inputs__incl__losses___own-use___PJ__Lignite.html,Other transformation > Gas processing plants,esto__09_06__Gas_processing_plants,Inputs (incl. losses & own-use) (PJ),Lignite,charts/esto__09_06__Gas_processing_plants__Inputs__incl__losses___own-use___PJ__Lignite.html,sec-Other_transformation__Gas_processing_plants,Gas processing plants,direct,False
chart::charts/esto__09_06__Gas_processing_plants__Inputs__incl__losses___own-use___PJ__Total.html,Other transformation > Gas processing plants,esto__09_06__Gas_processing_plants,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_06__Gas_processing_plants__Inputs__incl__losses___own-use___PJ__Total.html,sec-Other_transformation__Gas_processing_plants,Gas processing plants,direct,False
chart::charts/esto__09_06__Gas_processing_plants__Outputs__PJ__Natural_gas.html,Other transformation > Gas processing plants,esto__09_06__Gas_processing_plants,Outputs (PJ),Natural gas,charts/esto__09_06__Gas_processing_plants__Outputs__PJ__Natural_gas.html,sec-Other_transformation__Gas_processing_plants,Gas processing plants,direct,False
chart::charts/esto__09_06__Gas_processing_plants__Outputs__PJ__Total.html,Other transformation > Gas processing plants,esto__09_06__Gas_processing_plants,Outputs (PJ),Total,charts/esto__09_06__Gas_processing_plants__Outputs__PJ__Total.html,sec-Other_transformation__Gas_processing_plants,Gas processing plants,direct,False
chart::charts/esto__09_13__Hydrogen_transformation__Outputs__PJ__E-fuel.html,Other transformation > Hydrogen transformation,esto__09_13__Hydrogen_transformation,Outputs (PJ),E-fuel,charts/esto__09_13__Hydrogen_transformation__Outputs__PJ__E-fuel.html,sec-Other_transformation__Hydrogen_transformation,Hydrogen transformation,direct,False
chart::charts/esto__09_13__Hydrogen_transformation__Outputs__PJ__Hydrogen.html,Other transformation > Hydrogen transformation,esto__09_13__Hydrogen_transformation,Outputs (PJ),Hydrogen,charts/esto__09_13__Hydrogen_transformation__Outputs__PJ__Hydrogen.html,sec-Other_transformation__Hydrogen_transformation,Hydrogen transformation,direct,False
chart::charts/esto__09_13__Hydrogen_transformation__Outputs__PJ__Total.html,Other transformation > Hydrogen transformation,esto__09_13__Hydrogen_transformation,Outputs (PJ),Total,charts/esto__09_13__Hydrogen_transformation__Outputs__PJ__Total.html,sec-Other_transformation__Hydrogen_transformation,Hydrogen transformation,direct,False
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__Electricity.html,Other transformation and transfers,esto__09_06_02__Liquefaction_regasification_plants,Energy balance (PJ),Electricity,charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__Electricity.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__LNG.html,Other transformation and transfers,esto__09_06_02__Liquefaction_regasification_plants,Energy balance (PJ),LNG,charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__LNG.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__Natural_gas.html,Other transformation and transfers,esto__09_06_02__Liquefaction_regasification_plants,Energy balance (PJ),Natural gas,charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__Natural_gas.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__Total.html,Other transformation and transfers,esto__09_06_02__Liquefaction_regasification_plants,Energy balance (PJ),Total,charts/esto__09_06_02__Liquefaction_regasification_plants__Energy_balance__PJ__Total.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Outputs__PJ__08_02_LNG.html,Other transformation and transfers,esto__09_06_02__Liquefaction_regasification_plants,Outputs (PJ),08.02 LNG,charts/esto__09_06_02__Liquefaction_regasification_plants__Outputs__PJ__08_02_LNG.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,True
chart::charts/esto__09_06_02__Liquefaction_regasification_plants__Outputs__PJ__Total.html,Other transformation and transfers,esto__09_06_02__Liquefaction_regasification_plants,Outputs (PJ),Total,charts/esto__09_06_02__Liquefaction_regasification_plants__Outputs__PJ__Total.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_08_02__Blast_furnaces__Outputs__PJ__02_04_Blast_furnace_gas.html,Other transformation and transfers,esto__09_08_02__Blast_furnaces,Outputs (PJ),02.04 Blast furnace gas,charts/esto__09_08_02__Blast_furnaces__Outputs__PJ__02_04_Blast_furnace_gas.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,True
chart::charts/esto__09_08_02__Blast_furnaces__Outputs__PJ__Total.html,Other transformation and transfers,esto__09_08_02__Blast_furnaces,Outputs (PJ),Total,charts/esto__09_08_02__Blast_furnaces__Outputs__PJ__Total.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_12__Non-specified_transformation__Outputs__PJ__06_05_Other_hydrocarbons.html,Other transformation and transfers,esto__09_12__Non-specified_transformation,Outputs (PJ),06.05 Other hydrocarbons,charts/esto__09_12__Non-specified_transformation__Outputs__PJ__06_05_Other_hydrocarbons.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,True
chart::charts/esto__09_12__Non-specified_transformation__Outputs__PJ__Total.html,Other transformation and transfers,esto__09_12__Non-specified_transformation,Outputs (PJ),Total,charts/esto__09_12__Non-specified_transformation__Outputs__PJ__Total.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09_13_03__SMR_w_CCS__Inputs__incl__losses___own-use___PJ__08_01_Natural_gas.html,Other transformation and transfers,esto__09_13_03__SMR_w_CCS,Inputs (incl. losses & own-use) (PJ),08.01 Natural gas,charts/esto__09_13_03__SMR_w_CCS__Inputs__incl__losses___own-use___PJ__08_01_Natural_gas.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,True
chart::charts/esto__09_13_03__SMR_w_CCS__Inputs__incl__losses___own-use___PJ__Total.html,Other transformation and transfers,esto__09_13_03__SMR_w_CCS,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_13_03__SMR_w_CCS__Inputs__incl__losses___own-use___PJ__Total.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Aviation_gasoline.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Aviation gasoline,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Aviation_gasoline.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Biodiesel.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Biodiesel,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Biodiesel.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Biogas.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Biogas,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Biogas.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Bitumen.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Bitumen,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Bitumen.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Blast_furnace_gas.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Blast furnace gas,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Blast_furnace_gas.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Coke_oven_coke.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Coke oven coke,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Coke_oven_coke.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Coke_oven_gas.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Coke oven gas,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Coke_oven_gas.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Coking_coal.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Coking coal,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Coking_coal.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Crude_oil.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Crude oil,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Crude_oil.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__E-fuel.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),E-fuel,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__E-fuel.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Electricity.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Electricity,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Electricity.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Ethane.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Ethane,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Ethane.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Fuel_oil.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Fuel oil,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Fuel_oil.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Gas_diesel_oil.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Gas/diesel oil,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Gas_diesel_oil.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
chart::charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Geothermal.html,Other transformation and transfers,esto__09__Total_transformation_sector,Energy balance (PJ),Geothermal,charts/esto__09__Total_transformation_sector__Energy_balance__PJ__Geothermal.html,sec-Other_transformation_and_transfers,Other transformation and transfers,direct,False
